bnum	eg	name	description	0.11/0.11_rel_mrna	0.21/0.11_rel_mrna	0.31/0.11_rel_mrna	0.4/0.11_rel_mrna	0.48/0.11_rel_mrna	0.11/0.11_rel_prot	0.21/0.11_rel_prot	0.25/0.11_rel_prot	0.31/0.11_rel_prot	0.4/0.11_rel_prot	0.48/0.11_rel_prot	0.11_abs_mrna	0.21_abs_mrna	0.31_abs_mrna	0.4_abs_mrna	0.48_abs_mrna	0.11_abs_prot	0.21_abs_prot	0.31_abs_prot	0.4_abs_prot	0.48_abs_prot
b3178	eg11506	ftsh	ftsh atp-dependent membrane protease, complexed with hflck	1	1.2397077	1.042465761	0.972654947	1.021012126	1	1.057745615	1.177317429	1.282949592	1.225532708	1.156294686	3.85E+11	5.93E+11	8.48E+11	9.50E+11	1.24E+12	6.09E+15	5.19E+15	5.19E+15	5.02E+15	5.53E+15
b0756	eg11698	galm	galm galactose mutarotase, aldose-1-epimerase	1	0.817902059	1.057018041	1.035264924	0.901250463	1	0.991689348	1.074069466	1.00156047	1.052214478	0.988979764	5.67E+11	5.07E+11	1.13E+12	1.63E+12	1.58E+12	5.33E+15	6.29E+15	3.30E+15	2.99E+15	3.69E+15
b3342	eg10911	rpsl	rpsl 30s ribosomal subunit protein s12						1	1.094252344	1.186351956	1.305496841	1.796039367	1.68497338						1.04E+16	1.69E+16	1.28E+16	8.92E+15	1.19E+16
b0713	eg13308	ybgl	ybgl function unknown, low abundance protein	1	1.257013375	1.125058485	1.109569472	1.049716684	1		0	0.805151464			3.22E+11	5.83E+11		7.47E+11		1.63E+15	1.27E+15		1.14E+15	
b0965	eg13723	yccu	yccu function unknown, oleic-acid induced	1	0.959264119	0.742261785	0.707106781	0.611320139	1	0.822924158	0.617145371	0.819949451	0.661032573	0.620054313	2.28E+12	2.79E+12	3.27E+12	4.03E+12	4.63E+12	1.11E+16	1.44E+16	1.66E+16	1.63E+16	1.46E+16
b2607	eg11023	trmd	trmd trna m(1)g37 methyltransferase, sam-dependent	1	1.094293701	1.156688184	1.117287138	1.670175839	1	1.10901734	1.04629359	1.093767865	0.795527153	0.987242608	4.04E+12	6.69E+12	7.06E+12	1.12E+13	1.54E+13		3.81E+14	1.02E+15	9.12E+14	9.28E+14
b1067	eg11537	yceh	yceh function unknown	1	1.2397077	1.310393404	1.328685814	1.117287138	1	1.069658116	1.103610782	1.09967061	1.157132068	1.211237028			7.28E+11	8.52E+11		5.40E+15	3.86E+15	6.19E+15	7.94E+15	5.75E+15
b2689	eg13529	yqaa		1	1.057018041	1.079228237	1.140763716	1.328685814							6.77E+11	1.02E+12								
b1493	eg11490	gadb	gadb glutamate decarboxylase b, vitamin b6-dependent	1	0.339151082	0.558643569	0.659753955	0.747424624	1				0.553042718		5.62E+11	2.74E+11	6.29E+11	9.65E+11	1.34E+12	8.54E+15	2.14E+15	6.33E+15	5.56E+15	4.83E+15
b2459	eg14189	eutt		1				0.655196702																
b1715	eg11272	phem																						
b2597	eg11151	raia	raia protein y, associated with 30s ribosomal subunit						1	0.776626777	0.631287343	0.539731383	0.621302018	0.371198538						8.27E+15	1.54E+15			3.90E+15
b3362	eg12374	yhfg		1	0.882702996	0.566441943	0.535886731	0.450625231							2.96E+12	3.52E+12	3.34E+12	4.04E+12	4.37E+12					
b2660	eg12387	lhgo		1	1.172834949			0.543367431	1		1.07271256	1.019114704												
b2691	eg30013	argq																						
b3185	eg50002	rpma	rpma 50s ribosomal subunit protein l27	1	0.432268616	1.404444876	1.385109468	1.741101127	1	1.15597054	1.189223362	1.4295084	1.814552488	1.99160827	5.68E+12	3.45E+12	1.67E+13	1.92E+13	2.63E+13	9.90E+16	1.11E+17	8.66E+16	7.58E+16	7.77E+16
b2382	eg14150	ypdc		1				1.101905116																
b1516	eg13809	lsrb	lsrb autoinducer-2 (ai-2) uptake	1	0.939522749	0.210224104			1	0.802466931	0.469622242	0.237473346	0.044747558	0.024340808	5.83E+11	9.60E+11				3.61E+15	3.11E+15	2.50E+15	2.33E+15	2.36E+15
b1497	eg13795	ydem																						
b4101	eg10716	phng		1		0.190782401	0.23981603																	
b2224	eg11672	atob																						
b2352	eg14133	gtrs		1				10.55606329																
b0466	eg12830	ybam		1	0.972654947	1.035264924	1.057018041	0.952637998																
b2283	eg12087	nuog	nuog nadh:ubiquinone oxidoreductase subunit g, complex i	1	1.717130873	1.375541818	1.433955248	1.079228237	1	1.110489189	1.254217055	1.317394432	1.367297324	1.276839931	1.61E+11	4.16E+11	4.22E+11	5.57E+11	5.84E+11	4.96E+15	3.66E+15	3.94E+15	4.17E+15	1.67E+15
b3051	eg14232	yqik		1				0.846745312																
b4415	eg14302	hoke																						
b0424	eg13272	yajl	yajl function unknown, pfpi/hcha protease/chaperone family	1	1.189207115	1.094293701	1.049716684	1.2397077	1	1.040894401	1.10188297	1.145715938	1.181798016	1.344077482						6.44E+15	5.21E+15	4.14E+15	4.45E+15	6.11E+15
b0547	eg13630	ybcn																						
b1791	eg13500	yean																						
b3431	eg10381	glgx	glgx glycogen debranching enzyme	1	1.328685814	0.650670928	0.668963777	0.716977624	1	0.994758494	0.983482556	0.874475722	0.652005375	0.573420633	2.42E+11	7.83E+11	2.46E+11	3.12E+11	4.13E+11	1.01E+15	1.37E+15	8.27E+14	3.56E+14	6.72E+14
b0778	eg10120	biod	biod dethiobiotin synthase	1	1.681792831	1.424050196			1	1.337341458	1.344245409	1.523596797	1.453543925	1.835877462						4.02E+15	1.67E+15	1.72E+15	4.74E+15	3.62E+15
b2998	eg13007	yghw																						
b0829	eg13472	gsia	gsia glutathione transporter atp-binding protein	1		1.101905116	1.117287138	1.205807828	1	1.122518529	1.494741641	1.274433277	1.239856899	1.150610022						6.32E+14	9.08E+14	8.80E+14	6.87E+14	8.96E+14
b4376	eg11391	osmy	osmy osmotically induced periplasmic protein, function unknown	1	0.986232704	2.37841423	2.462288827	2.411615655	1	0.925502535	1.068980379	2.22159671	2.815515572	2.924473329	7.72E+11	1.55E+12	3.00E+12	3.97E+12	4.94E+12	1.10E+16	7.60E+15	9.84E+15	8.52E+15	8.23E+15
b2470	eg10014	acrd		1	0.920187651																			
b4082	eg11954	mdtn																						
b4332	eg12571	yjij																						
b3817	eg11464	yigf																						
b2057	eg13571	wcac																						
b0784	eg11597	moad	moad molybdopterin (mpt) synthase, small subunit	1	0.835087919	1.071773463	1.132883885	1.049716684	1	0.970936897	0.987414521	0.915721044	1.04569784	1.024940032	1.41E+12	2.03E+12	3.03E+12	4.01E+12	4.41E+12		2.94E+15	3.30E+15	7.89E+15	1.04E+16
b0497	eg10849	rhsd																						
b1621	eg10563	malx	malx pts enzyme ii homolog	1		1.424050196	1.328685814																	
b3104	eg12748	yhai																						
b3899	eg11863	frvb		1	0.707106781		0.615572207																	
b3323	eg12888	gspa																						
b3505;b3218;b2982;b2192;b2030;b1994;b1370;b1331;b0656;b0552;b0259	eg40008	insh	insh is5 gene, transposition function																					
b2709	eg12108	norr		1	0.933032992	0.768437591	0.702222438																	1.59E+14
b0967	eg13725	rlmi	rlmi 23s rrna m(5)c1962 methyltransferase, sam-dependent						1	1.366098441	1.347670714	1.550249437	1.635557841	1.558203753						1.42E+15	8.80E+14	8.66E+14	1.72E+14	6.26E+14
b3992	eg11587	thif	thif adenylyltransferase, modifies this c-terminus	1	1.494849249	1.310393404	1.404444876	1.705269784	1	1.147090889	1.515586182	1.61843622	1.801338181	1.723528308	9.30E+11	2.56E+12	2.32E+12	3.20E+12	4.29E+12	3.13E+15	2.43E+15	3.57E+15	3.98E+15	5.03E+15
b1843	eg14030	yobb		1	0.493116352			0.784584098																
b0404	eg11095	acph	acph acyl carrier protein (acp) phosphodiesterase	1		1.424050196	1.484523571	1.453972517	1	0.774270652														
b1039	eg13411	csge		1	0.143587294	0.228457863	0.207329886	0.112656308							1.89E+12									
b1473	eg12713	yddg		1		1.526259209	1.526259209	1.670175839																
b3058	eg11673	folb	folb dihydroneopterin aldolase	1	0.692554734				1	1.380669324	1.94491693	1.835790768	1.984932632	2.305323811						1.95E+15	3.05E+15	8.20E+15	5.14E+15	3.40E+15
b0520	eg13626	ylbf																						
b4172	eg10438	hfq	hfq global regulator of srna function	1	0.864537231	0.747424624	0.77916458	0.768437591	1	1.198390081	1.707686877	1.050541958	1.072765971	1.673827132	4.73E+12	1.11E+13	5.57E+12	6.89E+12	8.43E+12	1.01E+16	7.15E+15	1.01E+16	6.45E+15	8.59E+15
b0762	eg14328	ybht		1	1.231144413	1.222640278	1.222640278	1.101905116																
b0952	eg13719	ymba	ymba probable lipoprotein, function unknown	1	1.484523571		1.189207115	1.319507911	1	0.824182691	0.689983081	0.844104822	0.819689244	0.804590836						5.44E+15	4.22E+15	4.11E+15	2.64E+15	2.43E+15
b0385	eg11257	adra		1	0.582366793	0.50697974	0.47963206	0.539614118																
b1639	eg11488	mlic	mlic inhibitor of c-lysozyme, membrane-bound	1	1.2397077	1.283425898	1.248330549	1.337927555	1	1.189043348	0.858526431	0.825596956		0.771986444						3.30E+15	3.06E+15		5.83E+15	
b3438	eg12630	gntr	gntr controls gntku induction, also edd and eda	1	0.888842681	0.895025071	0.888842681	0.790041312	1	0.898667156	0	0.960326029	0.919397325	0.82513216	2.97E+11		6.71E+11	7.85E+11	8.01E+11		3.12E+14	6.66E+14	2.41E+14	6.18E+14
b0183	eg10861	rnhb		1	1.274560627	1.414213562	1.474269217	1.453972517							4.00E+11	7.20E+11								
b0442	eg13250	ybav																						
b4482	eg11462	yige		1	0.747424624	0.678302164	0.721964598																	
b3810	eg11201	yiga	yiga function unknown	1	0.993092495	1.132883885	1.109569472	1.064370182	1	1.275619525	1.587681172	1.405516561	1.500239412	1.376331639	4.63E+11		1.07E+12	1.25E+12	1.42E+12	1.81E+15			9.25E+14	9.78E+14
b0206	eg30024	aspu																						
b2602	eg12446	yfil		1	4.34693945	0.768437591	0.835087919	0.829319546								1.15E+12								
b1986	eg30021	asnu																						
b2377	eg14147	yfdy		1	1.328685814	1.021012126	0.959264119	1.00695555																
b4234	eg11410	yjga	yjga ribosome-associated protein, function unknown	1	0.578344092	0.840896415	0.858565436	0.757858283	1	0.69283782	0.6708704	0.745497126	0.69930763	0.716506285	7.16E+11		1.24E+12	1.60E+12	1.83E+12	1.84E+15	3.73E+15	2.24E+15	3.14E+15	2.87E+15
b1743	eg13490	spy		1	1.347233577	0.795536484	0.61985385	0.52850902								6.51E+11								
b0157	eg12333	yads		1	0.726986259	0.986232704	0.920187651	0.926588062																
b2812	eg13084	ygdl	ygdl function unknown	1	0.812252396	0.933032992	0.926588062	1.064370182	1		0	1.090076838		1.401234107								2.87E+14		1.56E+15
b2261	eg11532	menc	menc o-succinylbenzoate synthase	1	1.125058485	1.125058485	1.156688184	1.385109468														5.85E+14		7.11E+14
b2163	eg12031	yeil																						
b3437	eg12629	gntk																						1.26E+15
b0624	eg12209	crcb		1	0.993092495	0.965936329	1.00695555	1.265756594							6.04E+11					3.40E+15				
b4453	eg14406	ldrd																						
b1596	eg12951	ynfm		1	0.926588062	0.920187651	0.895025071	1.086734863																
b3404	eg10269	envz		1	1.205807828	0.882702996	0.846745312	0.716977624							1.73E+11									
b1487	eg13790	ddpa	ddpa d,d-dipeptide permease system, periplasmic dipeptide binding protein	1	0.959264119	0.432268616	0.295248165	0.190782401	1	0.551824183	0.375332191	0.272727366			1.45E+11					1.33E+15	8.44E+14	1.39E+15	3.58E+14	
b3860	eg11297	dsba	dsba thiol:disulfide interchange protein, periplasmic	1	1.172834949				1	0.956233814	0.819775829	1.120373083	1.142210218	1.326942146	6.04E+11	9.07E+11				9.73E+15	3.54E+15	8.11E+15	5.66E+15	7.01E+15
b2106	eg14071	rcna		1	1.049716684	1	1.064370182	1.079228237							3.12E+11		6.44E+11	8.33E+11	8.44E+11					
b1054	eg10464	lpxl		1	0.784584098	1.257013375	1.2397077	1.214194884																
b3219	eg12812	yhcf		1		1.484523571	1.591072968	1.205807828																
b2637	eg13206	yfjt																						
b3140	eg12771	agad																						
b1547	eg13826	stfq		1	0.840896415	0.61985385	0.586417475	0.615572207																
b0922	eg12165	mukf	mukf chromosome condensin mukbef, kleisin-like subunit	1	1.248330549	1.057018041	1.086734863	1.180992661	1	1.142237798	1.120753009	0.919752602	0.82391296	0.705473492	2.98E+11	5.21E+11				8.57E+14	1.42E+15	9.29E+14	1.80E+15	1.77E+15
b3029	eg12657	ygin	ygin quinol monooxygenase	1	1.292352831	1.132883885	1.101905116	1.140763716	1	1.024567682	1.0402851	0.970941756	0.851477546	0.861110088	1.04E+12	2.18E+12	2.37E+12	2.64E+12	3.49E+12	2.63E+16	2.37E+16	2.28E+16	2.83E+16	2.92E+16
b3965	eg11022	trma	trma trna m(5)u54 methyltransferase, sam-dependent	1	0.858565436	0.870550563	0.946057647	0.986232704	1	1.938881841	1.737686353	1.86798291	2.230268782	3.040362148	3.22E+11		5.85E+11	7.15E+11	9.67E+11	9.29E+14	2.26E+15	1.65E+15	7.48E+14	6.18E+14
b3711	eg11721	yidz																						
b1131	eg11314	purb	purb adenylosuccinate lyase, purine synthesis	1	0.524858342	1.337927555	1.515716567	2.173469725	1	1.031118045	1.178424289	1.282310476	1.532911747	1.969206496	2.56E+11		6.71E+11	9.26E+11	1.38E+12	7.98E+15	6.75E+15	7.16E+15	6.64E+15	6.16E+15
b0114	eg10024	acee	acee pyruvate dehydrogenase, decarboxylase component e1	1	1.140763716	0.939522749	0.993092495	1.172834949	1	1.160801879	1.176655763	1.108799233	1.166885164	1.200757289						1.68E+16	1.81E+16	2.03E+16	1.70E+16	1.72E+16
b2590	eg30035	gltw																						
b2474	eg14196	tmca		1			0.806641759								1.44E+11									
b2349	eg12413	ints		1		1.729074463	1.777685362	1.613283518																
b0149	eg10605	mrcb	mrcb murein polymerase, pbp1b	1	1.319507911	1.021012126	1	1.101905116	1	1.008242714	0.950901211	0.871433525	0.822837015	0.725248015						2.57E+15	3.06E+15	2.05E+15	1.61E+15	1.50E+15
b3165	eg10914	rpso	rpso 30s ribosomal subunit protein s15	1	0.965936329	1.257013375	1.319507911	1.681792831	1	1.000509834	1.086495551	1.269264977	1.432735708	1.66625782						1.41E+16	1.74E+16	1.55E+16	1.44E+16	1.18E+16
b2194	eg12052	ccmh		1			1.094293701																	
b2130	eg12011	yehy		1	0.823591017	0.732042848	0.732042848	0.91383145																
b4509	eg14354	ylcg																						
b0407	eg11096	yajc	yajc secdfyajc membrane secretion complex	1	0.673616788	1.148698355	1.132883885	1.156688184	1	1.276107312	1.609765873	1.281211482	1.204924444	0.767837878	2.66E+12	2.05E+12	6.82E+12	7.92E+12	8.97E+12	2.43E+16	4.29E+16	2.84E+16	3.60E+16	2.75E+16
b1889	eg10602	motb		1	2.394957409	1.2397077	1.079228237	0.742261785							4.43E+11	1.51E+12	1.00E+12	1.22E+12	8.68E+11					
b0749	eg31122	lysq																						
b1576	eg11303	ydfd																						
b4195	eg12495	ulac		1		0.721964598	0.716977624																	
b3520	eg12246	yhjb																						
b3020	eg13021	ygis	ygis putative periplasmic binding protein, function unknown	1	1.319507911	1.164733586	1.028113827	0.594603558	1	1.761286586	1.317629966	1.064779123	0.733017988	0.471035952						1.17E+15		3.89E+14		
b1164	eg14288	ycgz		1		1.021012126	1.140763716																	
b3479	eg12078	nikd		1				0.763129604																
b3684	eg11711	yidp																						
b4515	eg14329	ybgt																						
b0150	eg10302	fhua	fhua outer membrane transporter for ferrichrome-iron	1	1.404444876	1.375541818	1.366040257		1	1.085213417	1.187120395	1.228989095	1.284276833	0.676450286		1.44E+11	2.52E+11	2.83E+11		6.27E+15	4.28E+15	5.44E+15	3.71E+15	3.99E+15
b0140	eg11973	ecpd																						
b1221	eg10643	narl	narl two-component regulator protein for nitrate/nitrite response						1	1.092522257	1.152163329	1.537602748	1.562909995	1.411177739						3.27E+15	2.38E+14	3.34E+15	2.96E+15	1.16E+15
b3970	eg30078	rrlb		1	3.386981249		1.515716567	1.375541818																
b1333	eg11246	uspe	uspe stress-induced protein	1	1.453972517	0.737134609	0.673616788	0.503477775	1	0.91974057	0.868666123	0.754322342	0.66594607	0.551299099	6.74E+11	1.50E+12	9.73E+11	1.18E+12	9.24E+11	2.68E+15	4.75E+15	1.91E+15	2.44E+15	2.97E+15
b2574	eg10631	nadb	nadb quinolinate synthase, b protein	1	0.812252396	1.189207115		1.283425898	1	1.623353014	2.111729607	1.796699109	1.834539462	1.775089337	1.88E+11					1.46E+15	4.60E+15	2.15E+15	2.94E+15	2.69E+15
b1564	eg10836	relb	relb antitoxin for rele, qin prophage	1	1.057018041	0.91383145	0.91383145	0.858565436	1	0.820774213	0.988964622		0.83111384		1.94E+12	2.49E+12	3.77E+12	3.55E+12	5.25E+12	1.63E+15	3.37E+15		9.14E+14	5.59E+14
b4364	eg12592	yjjp																						
b4670	eg14475	yjev																						
b3714	eg11724	purp		1	0.716977624	1.148698355	1.156688184	1.729074463							1.92E+11		4.72E+11	5.32E+11	8.55E+11					
b2305	eg14112	yfci		1	1.189207115	1.248330549	1.292352831	1.222640278																
b0167	eg11411	glnd	glnd bifunctional uridylyltransferase/uridylyl-removing enzyme	1	1.283425898	1.021012126	0.986232704	1.01395948	1	0.982016891	1.018908294	0.90698428	0.789978667	0.684579566						6.16E+14	8.84E+14	2.63E+14	4.34E+14	3.87E+14
b2160	eg12028	yeii		1	1	1.071773463	1.042465761	1.180992661																
b1035	eg13871	ycdy	ycdy putative redox enzyme maturation protein (remp), function unknown	1	1.222640278	1.494849249	1.569168196	1.658639092	1	1.235370886	1.283798808	1.41494777	1.511196238	1.743870397	4.24E+11	7.14E+11				2.36E+15	2.66E+15	5.26E+15	1.78E+15	8.33E+14
b4383	eg10220	deob	deob phosphopentomutase	1	0.611320139	0.846745312	0.812252396	0.795536484	1	0.735532713	0.566489619	0.616161516	0.548035425	0.475672468	5.40E+11	5.62E+11	7.36E+11	9.54E+11	1.22E+12	5.26E+15	3.80E+15	4.80E+15	4.02E+15	5.06E+15
b0160	eg10225	dgt	dgt deoxyguanosine 5'-triphosphate triphosphohydrolase	1	1.414213562	1.624504793	1.717130873	1.464085696	1	0.890773931	0	0.961748903	0.856090384	0.768698118							3.56E+14	4.08E+14	3.74E+14	3.65E+14
b2699	eg10823	reca	reca general recombination and dna repair	1	0.668963777	0.907519155	0.895025071	0.840896415	1	1.300342803	1.263909332	1.20295012	1.101984217	1.011002514	9.96E+11	1.61E+12	1.74E+12	1.91E+12	2.13E+12	5.22E+15	6.65E+15	4.30E+15	3.40E+15	4.79E+15
b0955	eg13718	ycbz	ycbz function unknown, s16 peptidase family	1	1.414213562	0.888842681	0.846745312	0.959264119	1	1.142793459	1.198341759	1.200375155	1.290046686	1.170584795	1.60E+11	2.93E+11	2.71E+11		4.87E+11	1.55E+15	6.64E+14	1.22E+15	1.19E+15	2.34E+15
b1605	eg13930	ydgi		1				0.986232704																
b0716	eg13311	ybgo																						
b2751	eg10194	cysn	cysn gtp subunit of atp sulfurylase	1	1.931872658	1.494849249	1.8276629	2.084931522	1	1.655880876	2.297250109	2.154572461	2.698918549	2.995249677	3.64E+11	1.35E+12	1.02E+12	1.50E+12	1.82E+12	1.56E+15	3.83E+15	5.65E+15	3.75E+15	3.61E+15
b1508	eg10442	hipb																						
b3527	eg12254	yhjj	yhjj probably secreted protease homolog, function unknown	1	0.712025098	0.562529242	0.594603558	0.586417475	1	0.622551608	0.534957723	0.495928144	1.634749	0.459783547						1.08E+15	9.27E+14	1.24E+15	9.37E+14	4.61E+14
b3318	eg10883	rplw	rplw 50s ribosomal subunit protein l23	1	1.079228237	1.681792831	1.840375301	3.138336392	1	1.085716249	1.225176626	1.344512463	1.579908484	1.839923053	7.23E+12	1.74E+13	2.27E+13	3.32E+13	4.55E+13	1.60E+16	2.22E+16	1.52E+16	1.50E+16	1.36E+16
b2615	eg12192	nadk	nadk atp-nad kinase	1	0.972654947	1.214194884	1.248330549	1.156688184	1	1.007028912	0	0.792923529	0.739222678	0.690251633								7.77E+14	2.64E+15	1.19E+15
b3516	eg12243	gadx		1		1.125058485	1.356604327	1.356604327																
b1738	eg10140	chbb	chbb n,n'-diacetylchitobiose utilization, enzyme iib(chb) of the pts transport system						1	0.850179718	0.750611584	0.71884704	0.562341717	0.503912236						2.87E+15	1.34E+16	7.10E+15	1.39E+16	4.34E+15
b3937	eg11882	yiix		1	1.180992661	1.265756594	1.443929196	1.635804117																
b0042	eg11563	fixb		1		0.503477775	0.550952558	0.61985385																
b3194	eg12800	yrbe		1	0.907519155	1.049716684	1.071773463	1.292352831							3.39E+11		6.95E+11	7.92E+11	1.21E+12					
b4554	eg14397	yibt		1	0.817902059	0.570381858	0.539614118	0.386891248	1				0.448974089		2.46E+12	2.51E+12	2.63E+12	3.15E+12		4.50E+15	6.97E+14		4.22E+15	2.26E+15
b3391	eg12113	hofq		1			0.438302861																	
b1394	eg13741	paag																						
b1907	eg11041	tyrp		1			1.265756594																	
b0106	eg11798	hofc		1		1.042465761																		
b3339	eg11036	tufa	tufa ef-tu, elongation factor-translation, unstable	1		1.853176124			1	1.156133057	1.239348673	1.165468547	1.174320534	1.12641722	2.03E+12		7.77E+12			9.83E+16	9.68E+16	9.43E+16	8.42E+16	8.64E+16
b3582	eg12286	yiar																						
b2835	eg12455	lplt		1	1.064370182			0.683020128																
b1454	eg13777	yncg		1	0.864537231	0.602903914	0.5	0.466516496																
b2900	eg13078	yqfb	yqfb function unknown	1	0.790041312	1.156688184	1.189207115	1.101905116	1	0.93021922	0.842836673	0.760611013	0.827185267	0.940446205						2.70E+16	1.75E+16	2.53E+16	1.78E+16	2.83E+16
b0741	eg10684	pal	pal lipoprotein associated with peptidoglycan	1	1.494849249	1.526259209	1.580082624	1.453972517	1	1.019564143	1.031440412	1.142167862	1.22324313	1.331687285	3.22E+12	7.29E+12	9.61E+12	1.15E+13	1.34E+13	8.06E+15	5.57E+15	5.50E+15	4.44E+15	3.75E+15
b3977	eg30107	tyru																						
b1107	eg13433	nagz	nagz beta-n-acetylglucosaminidase	1	1.2397077	1.180992661	1.214194884	1.474269217	1	1.071952467	1.118431042	1.198466656	1.248038671	1.476326134	2.65E+11	4.42E+11	4.53E+11	5.50E+11	7.30E+11	1.59E+15	1.54E+15	8.99E+14	8.68E+14	1.21E+15
b4616	eg31167	istr																						
b2458	eg14188	eutd																				3.16E+14		
b3910	eg11870	yiim	yiim 6-n-hydroxylaminopurine resistance, function unknown	1	0.972654947	0.907519155	0.888842681	0.757858283	1	0.826972081	0.746718237	0.742952671	0.834704919	0.686048147	5.28E+11	7.16E+11	8.55E+11	1.10E+12	1.24E+12	1.88E+15	4.38E+15	7.02E+15	5.47E+15	4.71E+15
